unicode,gb2312,Chinese,stroke number,id
0x8D35,0xB9F3,贵,9,928
0x523D,0xB9F4,刽,8,929
0x8F8A,0xB9F5,辊,12,930
0x6EDA,0xB9F6,滚,13,931
0x68CD,0xB9F7,棍,12,932
0x9505,0xB9F8,锅,12,933
0x90ED,0xB9F9,郭,10,934
0x56FD,0xB9FA,国,8,935
0x679C,0xB9FB,果,8,936
0x88F9,0xB9FC,裹,14,937
0x8FC7,0xB9FD,过,6,938
0x54C8,0xB9FE,哈,9,939
0x9AB8,0xBAA1,骸,15,940
0x5B69,0xBAA2,孩,9,941
0x6D77,0xBAA3,海,10,942
0x6C26,0xBAA4,氦,10,943
0x4EA5,0xBAA5,亥,6,944
0x5BB3,0xBAA6,害,10,945
0x9A87,0xBAA7,骇,9,946
0x9163,0xBAA8,酣,12,947
0x61A8,0xBAA9,憨,14,948
0x90AF,0xBAAA,邯,7,949
0x97E9,0xBAAB,韩,12,950
0x542B,0xBAAC,含,7,951
0x6DB5,0xBAAD,涵,11,952
0x5BD2,0xBAAE,寒,12,953
0x51FD,0xBAAF,函,8,954
0x558A,0xBAB0,喊,12,955
0x7F55,0xBAB1,罕,7,956
0x7FF0,0xBAB2,翰,16,957
0x64BC,0xBAB3,撼,16,958
0x634D,0xBAB4,捍,10,959
0x65F1,0xBAB5,旱,7,960
0x61BE,0xBAB6,憾,16,961
0x608D,0xBAB7,悍,10,962
0x710A,0xBAB8,焊,11,963
0x6C57,0xBAB9,汗,6,964
0x6C49,0xBABA,汉,5,965
0x592F,0xBABB,夯,5,966
0x676D,0xBABC,杭,8,967
0x822A,0xBABD,航,10,968
0x58D5,0xBABE,壕,17,969
0x568E,0xBABF,嚎,17,970
0x8C6A,0xBAC0,豪,14,971
0x6BEB,0xBAC1,毫,11,972
0x90DD,0xBAC2,郝,9,973
0x597D,0xBAC3,好,6,974
0x8017,0xBAC4,耗,10,975
0x53F7,0xBAC5,号,5,976
0x6D69,0xBAC6,浩,10,977
0x5475,0xBAC7,呵,8,978
0x559D,0xBAC8,喝,12,979
0x8377,0xBAC9,荷,10,980
0x83CF,0xBACA,菏,11,981
0x6838,0xBACB,核,10,982
0x79BE,0xBACC,禾,5,983
0x548C,0xBACD,和,8,984
0x4F55,0xBACE,何,7,985
0x5408,0xBACF,合,6,986
0x76D2,0xBAD0,盒,11,987
0x8C89,0xBAD1,貉,13,988
0x9602,0xBAD2,阂,9,989
0x6CB3,0xBAD3,河,8,990
0x6DB8,0xBAD4,涸,11,991
0x8D6B,0xBAD5,赫,14,992
0x8910,0xBAD6,褐,14,993
0x9E64,0xBAD7,鹤,15,994
0x8D3A,0xBAD8,贺,9,995
0x563F,0xBAD9,嘿,15,996
0x9ED1,0xBADA,黑,12,997
0x75D5,0xBADB,痕,11,998
0x5F88,0xBADC,很,9,999
0x72E0,0xBADD,狠,9,1000
0x6068,0xBADE,恨,9,1001
0x54FC,0xBADF,哼,10,1002
0x4EA8,0xBAE0,亨,7,1003
0x6A2A,0xBAE1,横,15,1004
0x8861,0xBAE2,衡,16,1005
0x6052,0xBAE3,恒,9,1006
0x8F70,0xBAE4,轰,8,1007
0x54C4,0xBAE5,哄,9,1008
0x70D8,0xBAE6,烘,10,1009
0x8679,0xBAE7,虹,9,1010
0x9E3F,0xBAE8,鸿,11,1011
0x6D2A,0xBAE9,洪,9,1012
0x5B8F,0xBAEA,宏,7,1013
0x5F18,0xBAEB,弘,5,1014
0x7EA2,0xBAEC,红,6,1015
0x5589,0xBAED,喉,12,1016
0x4FAF,0xBAEE,侯,9,1017
0x7334,0xBAEF,猴,12,1018
0x543C,0xBAF0,吼,7,1019
0x539A,0xBAF1,厚,9,1020
0x5019,0xBAF2,候,10,1021
0x540E,0xBAF3,后,6,1022
0x547C,0xBAF4,呼,8,1023
0x4E4E,0xBAF5,乎,5,1024
0x5FFD,0xBAF6,忽,8,1025
0x745A,0xBAF7,瑚,13,1026
0x58F6,0xBAF8,壶,10,1027
0x846B,0xBAF9,葫,12,1028
0x80E1,0xBAFA,胡,9,1029
0x8774,0xBAFB,蝴,15,1030
0x72D0,0xBAFC,狐,8,1031
0x7CCA,0xBAFD,糊,15,1032
0x6E56,0xBAFE,湖,12,1033
0x5F27,0xBBA1,弧,8,1034
0x864E,0xBBA2,虎,8,1035
0x552C,0xBBA3,唬,11,1036
0x62A4,0xBBA4,护,7,1037
0x4E92,0xBBA5,互,4,1038
0x6CAA,0xBBA6,沪,7,1039
0x6237,0xBBA7,户,4,1040
0x82B1,0xBBA8,花,7,1041
0x54D7,0xBBA9,哗,9,1042
0x534E,0xBBAA,华,6,1043
0x733E,0xBBAB,猾,12,1044
0x6ED1,0xBBAC,滑,12,1045
0x753B,0xBBAD,画,8,1046
0x5212,0xBBAE,划,6,1047
0x5316,0xBBAF,化,4,1048
0x8BDD,0xBBB0,话,8,1049
0x69D0,0xBBB1,槐,13,1050
0x5F8A,0xBBB2,徊,9,1051
0x6000,0xBBB3,怀,7,1052
0x6DEE,0xBBB4,淮,11,1053
0x574F,0xBBB5,坏,7,1054
0x6B22,0xBBB6,欢,6,1055
0x73AF,0xBBB7,环,8,1056
0x6853,0xBBB8,桓,10,1057
0x8FD8,0xBBB9,还,7,1058
0x7F13,0xBBBA,缓,12,1059
0x6362,0xBBBB,换,10,1060
0x60A3,0xBBBC,患,11,1061
0x5524,0xBBBD,唤,10,1062
0x75EA,0xBBBE,痪,12,1063
0x8C62,0xBBBF,豢,13,1064
0x7115,0xBBC0,焕,11,1065
0x6DA3,0xBBC1,涣,10,1066
0x5BA6,0xBBC2,宦,9,1067
0x5E7B,0xBBC3,幻,4,1068
0x8352,0xBBC4,荒,9,1069
0x614C,0xBBC5,慌,12,1070
0x9EC4,0xBBC6,黄,11,1071
0x78FA,0xBBC7,磺,16,1072
0x8757,0xBBC8,蝗,15,1073
0x7C27,0xBBC9,簧,17,1074
0x7687,0xBBCA,皇,9,1075
0x51F0,0xBBCB,凰,11,1076
0x60F6,0xBBCC,惶,12,1077
0x714C,0xBBCD,煌,13,1078
0x6643,0xBBCE,晃,10,1079
0x5E4C,0xBBCF,幌,13,1080
0x604D,0xBBD0,恍,9,1081
0x8C0E,0xBBD1,谎,11,1082
0x7070,0xBBD2,灰,6,1083
0x6325,0xBBD3,挥,9,1084
0x8F89,0xBBD4,辉,12,1085
0x5FBD,0xBBD5,徽,17,1086
0x6062,0xBBD6,恢,9,1087
0x86D4,0xBBD7,蛔,12,1088
0x56DE,0xBBD8,回,6,1089
0x6BC1,0xBBD9,毁,13,1090
0x6094,0xBBDA,悔,10,1091
0x6167,0xBBDB,慧,15,1092
0x5349,0xBBDC,卉,5,1093
0x60E0,0xBBDD,惠,12,1094
0x6666,0xBBDE,晦,11,1095
0x8D3F,0xBBDF,贿,10,1096
0x79FD,0xBBE0,秽,11,1097
0x4F1A,0xBBE1,会,6,1098
0x70E9,0xBBE2,烩,10,1099
0x6C47,0xBBE3,汇,5,1100
0x8BB3,0xBBE4,讳,6,1101
0x8BF2,0xBBE5,诲,9,1102
0x7ED8,0xBBE6,绘,9,1103
0x8364,0xBBE7,荤,9,1104
0x660F,0xBBE8,昏,8,1105
0x5A5A,0xBBE9,婚,11,1106
0x9B42,0xBBEA,魂,13,1107
0x6D51,0xBBEB,浑,9,1108
0x6DF7,0xBBEC,混,11,1109
0x8C41,0xBBED,豁,17,1110
0x6D3B,0xBBEE,活,9,1111
0x4F19,0xBBEF,伙,6,1112
0x706B,0xBBF0,火,4,1113
0x83B7,0xBBF1,获,10,1114
0x6216,0xBBF2,或,8,1115
0x60D1,0xBBF3,惑,12,1116
0x970D,0xBBF4,霍,16,1117
0x8D27,0xBBF5,货,8,1118
0x7978,0xBBF6,祸,11,1119
0x51FB,0xBBF7,击,5,1120
0x573E,0xBBF8,圾,6,1121
0x57FA,0xBBF9,基,11,1122
0x673A,0xBBFA,机,6,1123
0x7578,0xBBFB,畸,13,1124
0x7A3D,0xBBFC,稽,15,1125
0x79EF,0xBBFD,积,10,1126
0x7B95,0xBBFE,箕,14,1127
0x808C,0xBCA1,肌,6,1128
0x9965,0xBCA2,饥,5,1129
0x8FF9,0xBCA3,迹,9,1130
0x6FC0,0xBCA4,激,16,1131
0x8BA5,0xBCA5,讥,4,1132
0x9E21,0xBCA6,鸡,7,1133
0x59EC,0xBCA7,姬,10,1134
0x7EE9,0xBCA8,绩,11,1135
0x7F09,0xBCA9,缉,12,1136
0x5409,0xBCAA,吉,6,1137
0x6781,0xBCAB,极,7,1138
0x68D8,0xBCAC,棘,12,1139
0x8F91,0xBCAD,辑,13,1140
0x7C4D,0xBCAE,籍,20,1141
0x96C6,0xBCAF,集,12,1142
0x53CA,0xBCB0,及,3,1143
0x6025,0xBCB1,急,9,1144
0x75BE,0xBCB2,疾,10,1145
0x6C72,0xBCB3,汲,6,1146
0x5373,0xBCB4,即,7,1147
0x5AC9,0xBCB5,嫉,13,1148
0x7EA7,0xBCB6,级,6,1149
0x6324,0xBCB7,挤,9,1150
0x51E0,0xBCB8,几,2,1151
0x810A,0xBCB9,脊,10,1152
0x5DF1,0xBCBA,己,3,1153
0x84DF,0xBCBB,蓟,13,1154
0x6280,0xBCBC,技,7,1155
0x5180,0xBCBD,冀,16,1156
0x5B63,0xBCBE,季,8,1157
0x4F0E,0xBCBF,伎,6,1158
0x796D,0xBCC0,祭,11,1159
0x5242,0xBCC1,剂,8,1160
0x60B8,0xBCC2,悸,11,1161
0x6D4E,0xBCC3,济,9,1162
0x5BC4,0xBCC4,寄,11,1163
0x5BC2,0xBCC5,寂,11,1164
0x8BA1,0xBCC6,计,4,1165
0x8BB0,0xBCC7,记,5,1166
0x65E2,0xBCC8,既,9,1167
0x5FCC,0xBCC9,忌,7,1168
0x9645,0xBCCA,际,7,1169
0x5993,0xBCCB,妓,7,1170
0x7EE7,0xBCCC,继,10,1171
0x7EAA,0xBCCD,纪,6,1172
0x5609,0xBCCE,嘉,14,1173
0x67B7,0xBCCF,枷,9,1174
0x5939,0xBCD0,夹,6,1175
0x4F73,0xBCD1,佳,8,1176
0x5BB6,0xBCD2,家,10,1177
0x52A0,0xBCD3,加,5,1178
0x835A,0xBCD4,荚,9,1179
0x988A,0xBCD5,颊,12,1180
0x8D3E,0xBCD6,贾,10,1181
0x7532,0xBCD7,甲,5,1182
0x94BE,0xBCD8,钾,10,1183
0x5047,0xBCD9,假,11,1184
0x7A3C,0xBCDA,稼,15,1185
0x4EF7,0xBCDB,价,6,1186
0x67B6,0xBCDC,架,9,1187
0x9A7E,0xBCDD,驾,8,1188
0x5AC1,0xBCDE,嫁,13,1189
0x6B7C,0xBCDF,歼,7,1190
0x76D1,0xBCE0,监,10,1191
0x575A,0xBCE1,坚,7,1192
0x5C16,0xBCE2,尖,6,1193
0x7B3A,0xBCE3,笺,11,1194
0x95F4,0xBCE4,间,7,1195
0x714E,0xBCE5,煎,13,1196
0x517C,0xBCE6,兼,10,1197
0x80A9,0xBCE7,肩,8,1198
0x8270,0xBCE8,艰,8,1199
0x5978,0xBCE9,奸,6,1200
0x7F04,0xBCEA,缄,12,1201
0x8327,0xBCEB,茧,9,1202
0x68C0,0xBCEC,检,11,1203
0x67EC,0xBCED,柬,9,1204
0x78B1,0xBCEE,碱,14,1205
0x7877,0xBCEF,硷,12,1206
0x62E3,0xBCF0,拣,8,1207
0x6361,0xBCF1,捡,10,1208
0x7B80,0xBCF2,简,13,1209
0x4FED,0xBCF3,俭,9,1210
0x526A,0xBCF4,剪,11,1211
0x51CF,0xBCF5,减,11,1212
0x8350,0xBCF6,荐,9,1213
0x69DB,0xBCF7,槛,14,1214
0x9274,0xBCF8,鉴,13,1215
0x8DF5,0xBCF9,践,12,1216
0x8D31,0xBCFA,贱,9,1217
0x89C1,0xBCFB,见,4,1218
0x952E,0xBCFC,键,13,1219
0x7BAD,0xBCFD,箭,15,1220
0x4EF6,0xBCFE,件,6,1221
0x5065,0xBDA1,健,10,1222
0x8230,0xBDA2,舰,10,1223
0x5251,0xBDA3,剑,9,1224
0x996F,0xBDA4,饯,8,1225
0x6E10,0xBDA5,渐,11,1226
0x6E85,0xBDA6,溅,12,1227
0x6DA7,0xBDA7,涧,10,1228
0x5EFA,0xBDA8,建,8,1229
0x50F5,0xBDA9,僵,15,1230
0x59DC,0xBDAA,姜,9,1231
0x5C06,0xBDAB,将,9,1232
0x6D46,0xBDAC,浆,10,1233
0x6C5F,0xBDAD,江,6,1234
0x7586,0xBDAE,疆,19,1235
0x848B,0xBDAF,蒋,12,1236
0x6868,0xBDB0,桨,10,1237
0x5956,0xBDB1,奖,9,1238
0x8BB2,0xBDB2,讲,6,1239
0x5320,0xBDB3,匠,6,1240
0x9171,0xBDB4,酱,13,1241
0x964D,0xBDB5,降,8,1242
0x8549,0xBDB6,蕉,15,1243
0x6912,0xBDB7,椒,12,1244
0x7901,0xBDB8,礁,17,1245
0x7126,0xBDB9,焦,12,1246
0x80F6,0xBDBA,胶,10,1247
0x4EA4,0xBDBB,交,6,1248
0x90CA,0xBDBC,郊,8,1249
0x6D47,0xBDBD,浇,9,1250
0x9A84,0xBDBE,骄,9,1251
0x5A07,0xBDBF,娇,9,1252
0x56BC,0xBDC0,嚼,20,1253
0x6405,0xBDC1,搅,12,1254
0x94F0,0xBDC2,铰,11,1255
0x77EB,0xBDC3,矫,11,1256
0x4FA5,0xBDC4,侥,8,1257
0x811A,0xBDC5,脚,11,1258
0x72E1,0xBDC6,狡,9,1259
0x89D2,0xBDC7,角,7,1260
0x997A,0xBDC8,饺,9,1261
0x7F34,0xBDC9,缴,16,1262
0x7EDE,0xBDCA,绞,9,1263
0x527F,0xBDCB,剿,13,1264
0x6559,0xBDCC,教,11,1265
0x9175,0xBDCD,酵,14,1266
0x8F7F,0xBDCE,轿,10,1267
0x8F83,0xBDCF,较,10,1268
0x53EB,0xBDD0,叫,5,1269
0x7A96,0xBDD1,窖,12,1270
0x63ED,0xBDD2,揭,12,1271
0x63A5,0xBDD3,接,11,1272
0x7686,0xBDD4,皆,9,1273
0x79F8,0xBDD5,秸,11,1274
0x8857,0xBDD6,街,12,1275
0x9636,0xBDD7,阶,6,1276
0x622A,0xBDD8,截,14,1277
0x52AB,0xBDD9,劫,7,1278
0x8282,0xBDDA,节,5,1279
0x6854,0xBDDB,桔,10,1280
0x6770,0xBDDC,杰,8,1281
0x6377,0xBDDD,捷,11,1282
0x776B,0xBDDE,睫,13,1283
0x7AED,0xBDDF,竭,14,1284
0x6D01,0xBDE0,洁,9,1285
0x7ED3,0xBDE1,结,9,1286
0x89E3,0xBDE2,解,13,1287
0x59D0,0xBDE3,姐,8,1288
0x6212,0xBDE4,戒,7,1289
0x85C9,0xBDE5,藉,17,1290
0x82A5,0xBDE6,芥,7,1291
0x754C,0xBDE7,界,9,1292
0x501F,0xBDE8,借,10,1293
0x4ECB,0xBDE9,介,4,1294
0x75A5,0xBDEA,疥,9,1295
0x8BEB,0xBDEB,诫,9,1296
0x5C4A,0xBDEC,届,8,1297
0x5DFE,0xBDED,巾,3,1298
0x7B4B,0xBDEE,筋,12,1299
0x65A4,0xBDEF,斤,4,1300
0x91D1,0xBDF0,金,8,1301
0x4ECA,0xBDF1,今,4,1302
0x6D25,0xBDF2,津,9,1303
0x895F,0xBDF3,襟,18,1304
0x7D27,0xBDF4,紧,10,1305
0x9526,0xBDF5,锦,13,1306
0x4EC5,0xBDF6,仅,4,1307
0x8C28,0xBDF7,谨,13,1308
0x8FDB,0xBDF8,进,7,1309
0x9773,0xBDF9,靳,13,1310
0x664B,0xBDFA,晋,10,1311
0x7981,0xBDFB,禁,13,1312
0x8FD1,0xBDFC,近,7,1313
0x70EC,0xBDFD,烬,10,1314
0x6D78,0xBDFE,浸,10,1315
0x5C3D,0xBEA1,尽,6,1316
0x52B2,0xBEA2,劲,7,1317
0x8346,0xBEA3,荆,9,1318
0x5162,0xBEA4,兢,14,1319
0x830E,0xBEA5,茎,8,1320
0x775B,0xBEA6,睛,13,1321
0x6676,0xBEA7,晶,12,1322
0x9CB8,0xBEA8,鲸,16,1323
0x4EAC,0xBEA9,京,8,1324
0x60CA,0xBEAA,惊,11,1325
0x7CBE,0xBEAB,精,14,1326
0x7CB3,0xBEAC,粳,13,1327
0x7ECF,0xBEAD,经,8,1328
0x4E95,0xBEAE,井,4,1329
0x8B66,0xBEAF,警,19,1330
0x666F,0xBEB0,景,12,1331
0x9888,0xBEB1,颈,11,1332
0x9759,0xBEB2,静,14,1333
0x5883,0xBEB3,境,14,1334
0x656C,0xBEB4,敬,12,1335
0x955C,0xBEB5,镜,16,1336
0x5F84,0xBEB6,径,8,1337
0x75C9,0xBEB7,痉,10,1338
0x9756,0xBEB8,靖,13,1339
0x7ADF,0xBEB9,竟,11,1340
0x7ADE,0xBEBA,竞,10,1341
0x51C0,0xBEBB,净,8,1342
0x70AF,0xBEBC,炯,9,1343
0x7A98,0xBEBD,窘,12,1344
0x63EA,0xBEBE,揪,12,1345
0x7A76,0xBEBF,究,7,1346
0x7EA0,0xBEC0,纠,5,1347
0x7396,0xBEC1,玖,7,1348
0x97ED,0xBEC2,韭,9,1349
0x4E45,0xBEC3,久,3,1350
0x7078,0xBEC4,灸,7,1351
0x4E5D,0xBEC5,九,2,1352
0x9152,0xBEC6,酒,10,1353
0x53A9,0xBEC7,厩,11,1354
0x6551,0xBEC8,救,11,1355
0x65E7,0xBEC9,旧,5,1356
0x81FC,0xBECA,臼,6,1357
0x8205,0xBECB,舅,13,1358
0x548E,0xBECC,咎,8,1359
0x5C31,0xBECD,就,12,1360
0x759A,0xBECE,疚,8,1361
0x97A0,0xBECF,鞠,17,1362
0x62D8,0xBED0,拘,8,1363
0x72D9,0xBED1,狙,8,1364
0x75BD,0xBED2,疽,10,1365
0x5C45,0xBED3,居,8,1366
0x9A79,0xBED4,驹,8,1367
0x83CA,0xBED5,菊,11,1368
0x5C40,0xBED6,局,7,1369
0x5480,0xBED7,咀,8,1370
0x77E9,0xBED8,矩,9,1371
0x4E3E,0xBED9,举,9,1372
0x6CAE,0xBEDA,沮,8,1373
0x805A,0xBEDB,聚,14,1374
0x62D2,0xBEDC,拒,7,1375
0x636E,0xBEDD,据,11,1376
0x5DE8,0xBEDE,巨,4,1377
0x5177,0xBEDF,具,8,1378
0x8DDD,0xBEE0,距,11,1379
0x8E1E,0xBEE1,踞,15,1380
0x952F,0xBEE2,锯,13,1381
0x4FF1,0xBEE3,俱,10,1382
0x53E5,0xBEE4,句,5,1383
0x60E7,0xBEE5,惧,11,1384
0x70AC,0xBEE6,炬,8,1385
0x5267,0xBEE7,剧,10,1386
0x6350,0xBEE8,捐,10,1387
0x9E43,0xBEE9,鹃,12,1388
0x5A1F,0xBEEA,娟,10,1389
0x5026,0xBEEB,倦,10,1390
0x7737,0xBEEC,眷,11,1391
0x5377,0xBEED,卷,8,1392
0x7EE2,0xBEEE,绢,10,1393
0x6485,0xBEEF,撅,15,1394
0x652B,0xBEF0,攫,23,1395
0x6289,0xBEF1,抉,7,1396
0x6398,0xBEF2,掘,11,1397
0x5014,0xBEF3,倔,10,1398
0x7235,0xBEF4,爵,17,1399
0x89C9,0xBEF5,觉,9,1400
0x51B3,0xBEF6,决,6,1401
0x8BC0,0xBEF7,诀,6,1402
0x7EDD,0xBEF8,绝,9,1403
0x5747,0xBEF9,均,7,1404
0x83CC,0xBEFA,菌,11,1405
0x94A7,0xBEFB,钧,9,1406
0x519B,0xBEFC,军,6,1407
0x541B,0xBEFD,君,7,1408
0x5CFB,0xBEFE,峻,10,1409
0x4FCA,0xBFA1,俊,9,1410
0x7AE3,0xBFA2,竣,12,1411
0x6D5A,0xBFA3,浚,10,1412
0x90E1,0xBFA4,郡,9,1413
0x9A8F,0xBFA5,骏,10,1414
0x5580,0xBFA6,喀,12,1415
0x5496,0xBFA7,咖,8,1416
0x5361,0xBFA8,卡,5,1417
0x54AF,0xBFA9,咯,9,1418
0x5F00,0xBFAA,开,4,1419
0x63E9,0xBFAB,揩,12,1420
0x6977,0xBFAC,楷,13,1421
0x51EF,0xBFAD,凯,8,1422
0x6168,0xBFAE,慨,12,1423
0x520A,0xBFAF,刊,5,1424
0x582A,0xBFB0,堪,12,1425
0x52D8,0xBFB1,勘,11,1426
0x574E,0xBFB2,坎,7,1427
0x780D,0xBFB3,砍,9,1428
0x770B,0xBFB4,看,9,1429
0x5EB7,0xBFB5,康,11,1430
0x6177,0xBFB6,慷,14,1431
0x7CE0,0xBFB7,糠,17,1432
0x625B,0xBFB8,扛,6,1433
0x6297,0xBFB9,抗,7,1434
0x4EA2,0xBFBA,亢,4,1435
0x7095,0xBFBB,炕,8,1436
0x8003,0xBFBC,考,6,1437
0x62F7,0xBFBD,拷,9,1438
0x70E4,0xBFBE,烤,10,1439
0x9760,0xBFBF,靠,15,1440
0x5777,0xBFC0,坷,8,1441
0x82DB,0xBFC1,苛,8,1442
0x67EF,0xBFC2,柯,9,1443
0x68F5,0xBFC3,棵,12,1444
0x78D5,0xBFC4,磕,15,1445
0x9897,0xBFC5,颗,14,1446
0x79D1,0xBFC6,科,9,1447
0x58F3,0xBFC7,壳,7,1448
0x54B3,0xBFC8,咳,9,1449
0x53EF,0xBFC9,可,5,1450
0x6E34,0xBFCA,渴,12,1451
0x514B,0xBFCB,克,7,1452
0x523B,0xBFCC,刻,8,1453
0x5BA2,0xBFCD,客,9,1454
0x8BFE,0xBFCE,课,10,1455
0x80AF,0xBFCF,肯,8,1456
0x5543,0xBFD0,啃,11,1457
0x57A6,0xBFD1,垦,9,1458
0x6073,0xBFD2,恳,10,1459
0x5751,0xBFD3,坑,7,1460
0x542D,0xBFD4,吭,7,1461
0x7A7A,0xBFD5,空,8,1462
0x6050,0xBFD6,恐,10,1463
0x5B54,0xBFD7,孔,4,1464
0x63A7,0xBFD8,控,11,1465
0x62A0,0xBFD9,抠,7,1466
0x53E3,0xBFDA,口,3,1467
0x6263,0xBFDB,扣,6,1468
0x5BC7,0xBFDC,寇,11,1469
0x67AF,0xBFDD,枯,9,1470
0x54ED,0xBFDE,哭,10,1471
0x7A9F,0xBFDF,窟,13,1472
0x82E6,0xBFE0,苦,8,1473
0x9177,0xBFE1,酷,14,1474
0x5E93,0xBFE2,库,7,1475
0x88E4,0xBFE3,裤,12,1476
0x5938,0xBFE4,夸,6,1477
0x57AE,0xBFE5,垮,9,1478
0x630E,0xBFE6,挎,9,1479
0x8DE8,0xBFE7,跨,13,1480
0x80EF,0xBFE8,胯,10,1481
0x5757,0xBFE9,块,7,1482
0x7B77,0xBFEA,筷,13,1483
0x4FA9,0xBFEB,侩,8,1484
0x5FEB,0xBFEC,快,7,1485
0x5BBD,0xBFED,宽,10,1486
0x6B3E,0xBFEE,款,12,1487
0x5321,0xBFEF,匡,6,1488
0x7B50,0xBFF0,筐,12,1489
0x72C2,0xBFF1,狂,7,1490
0x6846,0xBFF2,框,10,1491
0x77FF,0xBFF3,矿,8,1492
0x7736,0xBFF4,眶,11,1493
0x65F7,0xBFF5,旷,7,1494
0x51B5,0xBFF6,况,7,1495
0x4E8F,0xBFF7,亏,3,1496
0x76D4,0xBFF8,盔,11,1497
0x5CBF,0xBFF9,岿,8,1498
0x7AA5,0xBFFA,窥,13,1499
0x8475,0xBFFB,葵,12,1500
0x594E,0xBFFC,奎,9,1501
0x9B41,0xBFFD,魁,13,1502
0x5080,0xBFFE,傀,11,1503
0x9988,0xC0A1,馈,12,1504
0x6127,0xC0A2,愧,12,1505
0x6E83,0xC0A3,溃,12,1506
0x5764,0xC0A4,坤,8,1507
0x6606,0xC0A5,昆,8,1508
0x6346,0xC0A6,捆,10,1509
0x56F0,0xC0A7,困,7,1510
0x62EC,0xC0A8,括,9,1511
0x6269,0xC0A9,扩,6,1512
0x5ED3,0xC0AA,廓,13,1513
0x9614,0xC0AB,阔,12,1514
0x5783,0xC0AC,垃,8,1515
0x62C9,0xC0AD,拉,8,1516
0x5587,0xC0AE,喇,12,1517
0x8721,0xC0AF,蜡,14,1518
0x814A,0xC0B0,腊,12,1519
0x8FA3,0xC0B1,辣,14,1520
0x5566,0xC0B2,啦,11,1521
0x83B1,0xC0B3,莱,10,1522
0x6765,0xC0B4,来,7,1523
0x8D56,0xC0B5,赖,13,1524
0x84DD,0xC0B6,蓝,13,1525
0x5A6A,0xC0B7,婪,11,1526
0x680F,0xC0B8,栏,9,1527
0x62E6,0xC0B9,拦,8,1528
0x7BEE,0xC0BA,篮,16,1529
0x9611,0xC0BB,阑,12,1530
0x5170,0xC0BC,兰,5,1531
0x6F9C,0xC0BD,澜,15,1532
0x8C30,0xC0BE,谰,14,1533
0x63FD,0xC0BF,揽,12,1534
0x89C8,0xC0C0,览,9,1535
0x61D2,0xC0C1,懒,16,1536
0x7F06,0xC0C2,缆,12,1537
0x70C2,0xC0C3,烂,9,1538
0x6EE5,0xC0C4,滥,13,1539
0x7405,0xC0C5,琅,11,1540
0x6994,0xC0C6,榔,12,1541
0x72FC,0xC0C7,狼,10,1542
0x5ECA,0xC0C8,廊,11,1543
0x90CE,0xC0C9,郎,8,1544
0x6717,0xC0CA,朗,10,1545
0x6D6A,0xC0CB,浪,10,1546
0x635E,0xC0CC,捞,10,1547
0x52B3,0xC0CD,劳,7,1548
0x7262,0xC0CE,牢,7,1549
0x8001,0xC0CF,老,6,1550
0x4F6C,0xC0D0,佬,8,1551
0x59E5,0xC0D1,姥,9,1552
0x916A,0xC0D2,酪,13,1553
0x70D9,0xC0D3,烙,10,1554
0x6D9D,0xC0D4,涝,10,1555
0x52D2,0xC0D5,勒,11,1556
0x4E50,0xC0D6,乐,5,1557
0x96F7,0xC0D7,雷,13,1558
0x956D,0xC0D8,镭,18,1559
0x857E,0xC0D9,蕾,16,1560
0x78CA,0xC0DA,磊,15,1561
0x7D2F,0xC0DB,累,11,1562
0x5121,0xC0DC,儡,17,1563
0x5792,0xC0DD,垒,9,1564
0x64C2,0xC0DE,擂,16,1565
0x808B,0xC0DF,肋,6,1566
0x7C7B,0xC0E0,类,9,1567
0x6CEA,0xC0E1,泪,8,1568
0x68F1,0xC0E2,棱,12,1569
0x695E,0xC0E3,楞,13,1570
0x51B7,0xC0E4,冷,7,1571
0x5398,0xC0E5,厘,9,1572
0x68A8,0xC0E6,梨,11,1573
0x7281,0xC0E7,犁,11,1574
0x9ECE,0xC0E8,黎,15,1575
0x7BF1,0xC0E9,篱,16,1576
0x72F8,0xC0EA,狸,10,1577
0x79BB,0xC0EB,离,10,1578
0x6F13,0xC0EC,漓,13,1579
0x7406,0xC0ED,理,11,1580
0x674E,0xC0EE,李,7,1581
0x91CC,0xC0EF,里,7,1582
0x9CA4,0xC0F0,鲤,15,1583
0x793C,0xC0F1,礼,5,1584
0x8389,0xC0F2,莉,10,1585
0x8354,0xC0F3,荔,9,1586
0x540F,0xC0F4,吏,6,1587
0x6817,0xC0F5,栗,10,1588
0x4E3D,0xC0F6,丽,7,1589
0x5389,0xC0F7,厉,5,1590
0x52B1,0xC0F8,励,7,1591
0x783E,0xC0F9,砾,10,1592
0x5386,0xC0FA,历,4,1593
0x5229,0xC0FB,利,7,1594
0x5088,0xC0FC,傈,12,1595
0x4F8B,0xC0FD,例,8,1596
0x4FD0,0xC0FE,俐,9,1597
0x75E2,0xC1A1,痢,12,1598
0x7ACB,0xC1A2,立,5,1599
0x7C92,0xC1A3,粒,11,1600
0x6CA5,0xC1A4,沥,7,1601
0x96B6,0xC1A5,隶,8,1602
0x529B,0xC1A6,力,2,1603
0x7483,0xC1A7,璃,14,1604
0x54E9,0xC1A8,哩,10,1605
0x4FE9,0xC1A9,俩,9,1606
0x8054,0xC1AA,联,12,1607
0x83B2,0xC1AB,莲,10,1608
0x8FDE,0xC1AC,连,7,1609
